child,parent
TIMP1,R-HSA-76002
TIMP3,R-HSA-76002
TLN1,R-HSA-76002
TMSB4X,R-HSA-76002
TMX3,R-HSA-76002
TOR4A,R-HSA-76002
TRPC3,R-HSA-76002
TRPC6,R-HSA-76002
TRPC7,R-HSA-76002
TTN,R-HSA-76002
TUBA4A,R-HSA-76002
VAV1,R-HSA-76002
VAV2,R-HSA-76002
VAV3,R-HSA-76002
VCL,R-HSA-76002
VEGFA,R-HSA-76002
VEGFB,R-HSA-76002
VEGFC,R-HSA-76002
VEGFD,R-HSA-76002
VTI1B,R-HSA-76002
VWF,R-HSA-76002
WDR1,R-HSA-76002
YWHAZ,R-HSA-76002
ATP2A1,R-HSA-418360
ATP2A2,R-HSA-418360
ATP2A3,R-HSA-418360
ATP2B1,R-HSA-418360
ATP2B2,R-HSA-418360
ATP2B3,R-HSA-418360
ATP2B4,R-HSA-418360
CALM1,R-HSA-418360
ITPR1,R-HSA-418360
ITPR2,R-HSA-418360
ITPR3,R-HSA-418360
ORAI1,R-HSA-418360
ORAI2,R-HSA-418360
P2RX1,R-HSA-418360
P2RX2,R-HSA-418360
P2RX3,R-HSA-418360
P2RX4,R-HSA-418360
P2RX5,R-HSA-418360
P2RX6,R-HSA-418360
P2RX7,R-HSA-418360
SLC8A1,R-HSA-418360
SLC8A2,R-HSA-418360
SLC8A3,R-HSA-418360
SRI,R-HSA-418360
STIM1,R-HSA-418360
TRPC3,R-HSA-418360
TRPC6,R-HSA-418360
TRPC7,R-HSA-418360
A1BG,R-HSA-114608
A2M,R-HSA-114608
ABCC4,R-HSA-114608
ACTN1,R-HSA-114608
ACTN2,R-HSA-114608
ACTN4,R-HSA-114608
AHSG,R-HSA-114608
ALB,R-HSA-114608
ALDOA,R-HSA-114608
ANXA5,R-HSA-114608
APLP2,R-HSA-114608
APOA1,R-HSA-114608
APOH,R-HSA-114608
APOOL,R-HSA-114608
APP,R-HSA-114608
BRPF3,R-HSA-114608
CALM1,R-HSA-114608
CALU,R-HSA-114608
CAP1,R-HSA-114608
CD109,R-HSA-114608
CD36,R-HSA-114608
CD63,R-HSA-114608
CD9,R-HSA-114608
CDC37L1,R-HSA-114608
CFD,R-HSA-114608
CFL1,R-HSA-114608
CHID1,R-HSA-114608
CLEC3B,R-HSA-114608
CLU,R-HSA-114608
CTSW,R-HSA-114608
CYB5R1,R-HSA-114608
CYRIB,R-HSA-114608
ECM1,R-HSA-114608
EGF,R-HSA-114608
ENDOD1,R-HSA-114608
F13A1,R-HSA-114608
F5,R-HSA-114608
F8,R-HSA-114608
FAM3C,R-HSA-114608
FERMT3,R-HSA-114608
FGA,R-HSA-114608
FGB,R-HSA-114608
FGG,R-HSA-114608
FLNA,R-HSA-114608
FN1,R-HSA-114608
GAS6,R-HSA-114608
GTPBP2,R-HSA-114608
HABP4,R-HSA-114608
HGF,R-HSA-114608
HRG,R-HSA-114608
HSPA5,R-HSA-114608
IGF1,R-HSA-114608
IGF2,R-HSA-114608
ISLR,R-HSA-114608
ITGA2B,R-HSA-114608
ITGB3,R-HSA-114608
ITIH3,R-HSA-114608
ITIH4,R-HSA-114608
KNG1,R-HSA-114608
LAMP2,R-HSA-114608
LEFTY2,R-HSA-114608
LGALS3BP,R-HSA-114608
LHFPL2,R-HSA-114608
LY6G6F,R-HSA-114608
MAGED2,R-HSA-114608
MANF,R-HSA-114608
MMRN1,R-HSA-114608
NHLRC2,R-HSA-114608
OLA1,R-HSA-114608
ORM1,R-HSA-114608
ORM2,R-HSA-114608
PCDH7,R-HSA-114608
PCYOX1L,R-HSA-114608
PDGFA,R-HSA-114608
PDGFB,R-HSA-114608
PECAM1,R-HSA-114608
PF4,R-HSA-114608
PFN1,R-HSA-114608
PHACTR2,R-HSA-114608
PLEK,R-HSA-114608
PLG,R-HSA-114608
POTEKP,R-HSA-114608
PPBP,R-HSA-114608
PPIA,R-HSA-114608
PROS1,R-HSA-114608
PSAP,R-HSA-114608
QSOX1,R-HSA-114608
RAB27B,R-HSA-114608
RARRES2,R-HSA-114608
SCCPDH,R-HSA-114608
SCG3,R-HSA-114608
SELENOP,R-HSA-114608
SELP,R-HSA-114608
SERPINA1,R-HSA-114608
SERPINA3,R-HSA-114608
SERPINA4,R-HSA-114608
SERPINE1,R-HSA-114608
SERPINF2,R-HSA-114608
SERPING1,R-HSA-114608
SOD1,R-HSA-114608
SPARC,R-HSA-114608
SPP2,R-HSA-114608
SRGN,R-HSA-114608
STXBP2,R-HSA-114608
SYTL4,R-HSA-114608
TAGLN2,R-HSA-114608
TEX264,R-HSA-114608
TF,R-HSA-114608
TGFB1,R-HSA-114608
TGFB2,R-HSA-114608
TGFB3,R-HSA-114608
THBS1,R-HSA-114608
TIMP1,R-HSA-114608
TIMP3,R-HSA-114608
TLN1,R-HSA-114608
TMSB4X,R-HSA-114608
TMX3,R-HSA-114608
TOR4A,R-HSA-114608
TTN,R-HSA-114608
TUBA4A,R-HSA-114608
VCL,R-HSA-114608
VEGFA,R-HSA-114608
VEGFB,R-HSA-114608
VEGFC,R-HSA-114608
VEGFD,R-HSA-114608
VTI1B,R-HSA-114608
VWF,R-HSA-114608
WDR1,R-HSA-114608
APOB,R-HSA-418346
ATP2A1,R-HSA-418346
ATP2A2,R-HSA-418346
ATP2A3,R-HSA-418346
ATP2B1,R-HSA-418346
ATP2B2,R-HSA-418346
ATP2B3,R-HSA-418346
ATP2B4,R-HSA-418346
CALM1,R-HSA-418346
FGR,R-HSA-418346
GNAS,R-HSA-418346
GNB1,R-HSA-418346
GNB2,R-HSA-418346
GNB3,R-HSA-418346
GNB4,R-HSA-418346
GNB5,R-HSA-418346
GNG10,R-HSA-418346
GNG11,R-HSA-418346
GNG12,R-HSA-418346
GNG13,R-HSA-418346
GNG2,R-HSA-418346
GNG3,R-HSA-418346
GNG4,R-HSA-418346
GNG5,R-HSA-418346
GNG7,R-HSA-418346
GNG8,R-HSA-418346
GNGT1,R-HSA-418346
GNGT2,R-HSA-418346
GUCY1A1,R-HSA-418346
GUCY1A2,R-HSA-418346
GUCY1B1,R-HSA-418346
GUCY1B2,R-HSA-418346
IRAG1,R-HSA-418346
ITPR1,R-HSA-418346
ITPR2,R-HSA-418346
ITPR3,R-HSA-418346
KCNMA1,R-HSA-418346
KCNMB1,R-HSA-418346
KCNMB2,R-HSA-418346
KCNMB3,R-HSA-418346
KCNMB4,R-HSA-418346
LRP8,R-HSA-418346
MAPK14,R-HSA-418346
NOS1,R-HSA-418346
NOS2,R-HSA-418346
NOS3,R-HSA-418346
ORAI1,R-HSA-418346
ORAI2,R-HSA-418346
P2RX1,R-HSA-418346
P2RX2,R-HSA-418346
P2RX3,R-HSA-418346
P2RX4,R-HSA-418346
P2RX5,R-HSA-418346
P2RX6,R-HSA-418346
P2RX7,R-HSA-418346
PAFAH2,R-HSA-418346
PDE10A,R-HSA-418346
PDE11A,R-HSA-418346
PDE1A,R-HSA-418346
PDE1B,R-HSA-418346
PDE2A,R-HSA-418346
PDE5A,R-HSA-418346
PDE9A,R-HSA-418346
PECAM1,R-HSA-418346
PLA2G4A,R-HSA-418346
PPP2CA,R-HSA-418346
PPP2CB,R-HSA-418346
PPP2R1A,R-HSA-418346
PPP2R1B,R-HSA-418346
PPP2R5A,R-HSA-418346
PPP2R5B,R-HSA-418346
PPP2R5C,R-HSA-418346
PPP2R5D,R-HSA-418346
PPP2R5E,R-HSA-418346
PRKG1,R-HSA-418346
PRKG2,R-HSA-418346
PTGIR,R-HSA-418346
PTPN11,R-HSA-418346
PTPN6,R-HSA-418346
SLC8A1,R-HSA-418346
SLC8A2,R-HSA-418346
SLC8A3,R-HSA-418346
SRI,R-HSA-418346
STIM1,R-HSA-418346
TRPC3,R-HSA-418346
TRPC6,R-HSA-418346
TRPC7,R-HSA-418346
APOB,R-HSA-432142
FGR,R-HSA-432142
LRP8,R-HSA-432142
MAPK14,R-HSA-432142
PECAM1,R-HSA-432142
PLA2G4A,R-HSA-432142
PPP2CA,R-HSA-432142
PPP2CB,R-HSA-432142
PPP2R1A,R-HSA-432142
PPP2R1B,R-HSA-432142
PPP2R5A,R-HSA-432142
PPP2R5B,R-HSA-432142
PPP2R5C,R-HSA-432142
PPP2R5D,R-HSA-432142
PPP2R5E,R-HSA-432142
PTPN11,R-HSA-432142
PTPN6,R-HSA-432142
PPIA,R-HSA-164525
gag,R-HSA-164525
gag-pol,R-HSA-164525
rev,R-HSA-164525
vif,R-HSA-164525
vpr,R-HSA-164525
vpu,R-HSA-164525
CCNB1,R-HSA-156711
CCNB2,R-HSA-156711
CDC25A,R-HSA-156711
CDC25C,R-HSA-156711
CENPF,R-HSA-156711
EP300,R-HSA-156711
FOXM1,R-HSA-156711
LIN37,R-HSA-156711
LIN52,R-HSA-156711
LIN54,R-HSA-156711
LIN9,R-HSA-156711
MYBL2,R-HSA-156711
PKMYT1,R-HSA-156711
PLK1,R-HSA-156711
RBBP4,R-HSA-156711
WEE1,R-HSA-156711
PCNA,R-HSA-69091
POLA1,R-HSA-69091
POLA2,R-HSA-69091
POLD1,R-HSA-69091
POLD2,R-HSA-69091
POLD3,R-HSA-69091
POLD4,R-HSA-69091
PRIM1,R-HSA-69091
PRIM2,R-HSA-69091
RFC1,R-HSA-69091
RFC2,R-HSA-69091
RFC3,R-HSA-69091
RFC4,R-HSA-69091
RFC5,R-HSA-69091
ACD,R-HSA-174411
CHTF18,R-HSA-174411
CHTF8,R-HSA-174411
CTC1,R-HSA-174411
DSCC1,R-HSA-174411
PCNA,R-HSA-174411
POLA1,R-HSA-174411
POLA2,R-HSA-174411
POLD1,R-HSA-174411
POLD2,R-HSA-174411
POLD3,R-HSA-174411
POLD4,R-HSA-174411
POT1,R-HSA-174411
PRIM1,R-HSA-174411
PRIM2,R-HSA-174411
RFC1,R-HSA-174411
RFC2,R-HSA-174411
RFC3,R-HSA-174411
RFC4,R-HSA-174411
RFC5,R-HSA-174411
STN1,R-HSA-174411
TEN1,R-HSA-174411
TERF1,R-HSA-174411
TERF2,R-HSA-174411
TERF2IP,R-HSA-174411
TINF2,R-HSA-174411
ARID1A,R-HSA-9764790
CDH1,R-HSA-9764790
FOXA2,R-HSA-9764790
FOXJ2,R-HSA-9764790
FOXP2,R-HSA-9764790
KLF4,R-HSA-9764790
KLF9,R-HSA-9764790
RB1,R-HSA-9764790
SP1,R-HSA-9764790
STRAP,R-HSA-9764790
TFAP2A,R-HSA-9764790
ZEB2,R-HSA-9764790
45S pre-rRNA gene,R-HSA-5250913
ACTB,R-HSA-5250913
BAZ1B,R-HSA-5250913
CBX3,R-HSA-5250913
CHD3,R-HSA-5250913
CHD4,R-HSA-5250913
DDX21,R-HSA-5250913
DEK,R-HSA-5250913
EHMT2,R-HSA-5250913
EP300,R-HSA-5250913
ERCC6,R-HSA-5250913
GATAD2A,R-HSA-5250913
GATAD2B,R-HSA-5250913
GSK3B,R-HSA-5250913
H2AB1,R-HSA-5250913
H2AC14,R-HSA-5250913
H2AC18,R-HSA-5250913
H2AC20,R-HSA-5250913
H2AC4,R-HSA-5250913
H2AC6,R-HSA-5250913
H2AC7,R-HSA-5250913
H2AJ,R-HSA-5250913
H2AX,R-HSA-5250913
H2AZ2,R-HSA-5250913
H2BC1,R-HSA-5250913
H2BC11,R-HSA-5250913
H2BC12,R-HSA-5250913
H2BC12L,R-HSA-5250913
H2BC13,R-HSA-5250913
H2BC14,R-HSA-5250913
H2BC15,R-HSA-5250913
H2BC17,R-HSA-5250913
H2BC21,R-HSA-5250913
H2BC26,R-HSA-5250913
H2BC3,R-HSA-5250913
H2BC4,R-HSA-5250913
H2BC5,R-HSA-5250913
H2BC9,R-HSA-5250913
H3-3A,R-HSA-5250913
H3C1,R-HSA-5250913
H3C15,R-HSA-5250913
H4C1,R-HSA-5250913
HDAC1,R-HSA-5250913
HDAC2,R-HSA-5250913
KAT2A,R-HSA-5250913
KAT2B,R-HSA-5250913
MBD3,R-HSA-5250913
MTA1,R-HSA-5250913
MTA2,R-HSA-5250913
MTA3,R-HSA-5250913
MYBBP1A,R-HSA-5250913
MYO1C,R-HSA-5250913
POLR1A,R-HSA-5250913
POLR1B,R-HSA-5250913
POLR1C,R-HSA-5250913
POLR1D,R-HSA-5250913
POLR1E,R-HSA-5250913
POLR1F,R-HSA-5250913
POLR1G,R-HSA-5250913
POLR1H,R-HSA-5250913
POLR2E,R-HSA-5250913
POLR2F,R-HSA-5250913
POLR2H,R-HSA-5250913
POLR2K,R-HSA-5250913
POLR2L,R-HSA-5250913
RBBP4,R-HSA-5250913
RBBP7,R-HSA-5250913
SF3B1,R-HSA-5250913
SMARCA5,R-HSA-5250913
TAF1A,R-HSA-5250913
TAF1B,R-HSA-5250913
TAF1C,R-HSA-5250913
TAF1D,R-HSA-5250913
TBP,R-HSA-5250913
TTF1,R-HSA-5250913
ACTN2,R-HSA-438064
ADCY1,R-HSA-438064
ADCY8,R-HSA-438064
ARHGEF7,R-HSA-438064
CALM1,R-HSA-438064
CAMK1,R-HSA-438064
CAMK2A,R-HSA-438064
CAMK2B,R-HSA-438064
CAMK2D,R-HSA-438064
CAMK2G,R-HSA-438064
CAMK4,R-HSA-438064
CAMKK1,R-HSA-438064
CAMKK2,R-HSA-438064
CREB1,R-HSA-438064
DLG1,R-HSA-438064
DLG2,R-HSA-438064
DLG3,R-HSA-438064
DLG4,R-HSA-438064
ERBB4,R-HSA-438064
GIT1,R-HSA-438064
GRIA1,R-HSA-438064
GRIA2,R-HSA-438064
GRIN1,R-HSA-438064
GRIN2A,R-HSA-438064
GRIN2B,R-HSA-438064
GRIN2C,R-HSA-438064
GRIN2D,R-HSA-438064
HRAS,R-HSA-438064
KPNA2,R-HSA-438064
KRAS,R-HSA-438064
LRRC7,R-HSA-438064
MAPK1,R-HSA-438064
MAPK3,R-HSA-438064
MAPT,R-HSA-438064
NEFL,R-HSA-438064
NRAS,R-HSA-438064
NRG1,R-HSA-438064
NRGN,R-HSA-438064
PDPK1,R-HSA-438064
PRKAA1,R-HSA-438064
PRKAA2,R-HSA-438064
PRKAB1,R-HSA-438064
PRKAB2,R-HSA-438064
PRKACA,R-HSA-438064
PRKACB,R-HSA-438064
PRKACG,R-HSA-438064
PRKAG1,R-HSA-438064
PRKAG2,R-HSA-438064
PRKAG3,R-HSA-438064
PRKAR1A,R-HSA-438064
PRKAR1B,R-HSA-438064
PRKAR2A,R-HSA-438064
PRKAR2B,R-HSA-438064
PRKX,R-HSA-438064
RAC1,R-HSA-438064
RASGRF1,R-HSA-438064
RASGRF2,R-HSA-438064
RPS6KA1,R-HSA-438064
RPS6KA2,R-HSA-438064
RPS6KA3,R-HSA-438064
RPS6KA6,R-HSA-438064
SRC,R-HSA-438064
TUBA1A,R-HSA-438064
TUBA1B,R-HSA-438064
TUBA1C,R-HSA-438064
TUBA3C,R-HSA-438064
TUBA3D,R-HSA-438064
TUBA3E,R-HSA-438064
TUBA4A,R-HSA-438064
TUBA4B,R-HSA-438064
TUBA8,R-HSA-438064
TUBAL3,R-HSA-438064
TUBB1,R-HSA-438064
TUBB2A,R-HSA-438064
TUBB2B,R-HSA-438064
TUBB3,R-HSA-438064
TUBB4A,R-HSA-438064
TUBB4B,R-HSA-438064
TUBB6,R-HSA-438064
TUBB8,R-HSA-438064
TUBB8B,R-HSA-438064
ARL2,R-HSA-389977
TBCA,R-HSA-389977
TBCB,R-HSA-389977
TBCC,R-HSA-389977
TBCD,R-HSA-389977
TBCE,R-HSA-389977
TUBA1A,R-HSA-389977
TUBA1B,R-HSA-389977
TUBA1C,R-HSA-389977
TUBA3C,R-HSA-389977
TUBA3D,R-HSA-389977
TUBA3E,R-HSA-389977
TUBA4A,R-HSA-389977
TUBA4B,R-HSA-389977
TUBA8,R-HSA-389977
TUBAL3,R-HSA-389977
TUBB1,R-HSA-389977
TUBB2A,R-HSA-389977
TUBB2B,R-HSA-389977
TUBB3,R-HSA-389977
TUBB4A,R-HSA-389977
TUBB4B,R-HSA-389977
TUBB6,R-HSA-389977
AGO1,R-HSA-426496
AGO2,R-HSA-426496
AGO3,R-HSA-426496
AGO4,R-HSA-426496
TNRC6A,R-HSA-426496
TNRC6B,R-HSA-426496
TNRC6C,R-HSA-426496
ALPG,R-HSA-163125
ALPI,R-HSA-163125
ALPL,R-HSA-163125
ART3,R-HSA-163125
ART4,R-HSA-163125
BST1,R-HSA-163125
CD109,R-HSA-163125
CD52,R-HSA-163125
CEACAM5,R-HSA-163125
CEACAM7,R-HSA-163125
CNTN3,R-HSA-163125
CNTN4,R-HSA-163125
CNTN5,R-HSA-163125
CPM,R-HSA-163125
DPM1,R-HSA-163125
DPM2,R-HSA-163125
DPM3,R-HSA-163125
FCGR3B,R-HSA-163125
FOLR2,R-HSA-163125
GP2,R-HSA-163125
GPAA1,R-HSA-163125
GPIHBP1,R-HSA-163125
GPLD1,R-HSA-163125
IZUMO1R,R-HSA-163125
LSAMP,R-HSA-163125
LY6D,R-HSA-163125
LY6E,R-HSA-163125
LY6G6C,R-HSA-163125
LY6G6D,R-HSA-163125
LY6H,R-HSA-163125
LY6K,R-HSA-163125
LYPD1,R-HSA-163125
LYPD2,R-HSA-163125
LYPD3,R-HSA-163125
LYPD4,R-HSA-163125
LYPD5,R-HSA-163125
LYPD6B,R-HSA-163125
LYPD8,R-HSA-163125
MDGA1,R-HSA-163125
MDGA2,R-HSA-163125
MELTF,R-HSA-163125
MSLN,R-HSA-163125
NEGR1,R-HSA-163125
NRN1,R-HSA-163125
NRN1L,R-HSA-163125
NTM,R-HSA-163125
NTNG1,R-HSA-163125
NTNG2,R-HSA-163125
OPCML,R-HSA-163125
OTOA,R-HSA-163125
PGAP1,R-HSA-163125
PIGA,R-HSA-163125
PIGB,R-HSA-163125
PIGC,R-HSA-163125
PIGF,R-HSA-163125
PIGG,R-HSA-163125
PIGH,R-HSA-163125
PIGK,R-HSA-163125
PIGL,R-HSA-163125
PIGM,R-HSA-163125
PIGN,R-HSA-163125
PIGO,R-HSA-163125
PIGP,R-HSA-163125
PIGQ,R-HSA-163125
PIGS,R-HSA-163125
PIGT,R-HSA-163125
PIGU,R-HSA-163125
PIGV,R-HSA-163125
PIGW,R-HSA-163125
PIGX,R-HSA-163125
PIGY,R-HSA-163125
PIGZ,R-HSA-163125
PLAUR,R-HSA-163125
PLET1,R-HSA-163125
PRND,R-HSA-163125
PRSS21,R-HSA-163125
PRSS41,R-HSA-163125
PSCA,R-HSA-163125
RAET1G,R-HSA-163125
RAET1L,R-HSA-163125
RECK,R-HSA-163125
RTN4RL1,R-HSA-163125
RTN4RL2,R-HSA-163125
SPACA4,R-HSA-163125
SPRN,R-HSA-163125
TECTA,R-HSA-163125
TECTB,R-HSA-163125
TEX101,R-HSA-163125
THY1,R-HSA-163125
ULBP2,R-HSA-163125
VNN1,R-HSA-163125
VNN2,R-HSA-163125
XPNPEP2,R-HSA-163125
A4GNT,R-HSA-597592
AAAS,R-HSA-597592
ABRAXAS1,R-HSA-597592
ABRAXAS2,R-HSA-597592
ACTB,R-HSA-597592
ACTL6A,R-HSA-597592
ACTR10,R-HSA-597592
ACTR1A,R-HSA-597592
ACTR5,R-HSA-597592
ACTR8,R-HSA-597592
ADAM10,R-HSA-597592
ADAMTS1,R-HSA-597592
ADAMTS10,R-HSA-597592
ADAMTS12,R-HSA-597592
ADAMTS13,R-HSA-597592
ADAMTS14,R-HSA-597592
ADAMTS15,R-HSA-597592
ADAMTS16,R-HSA-597592
ADAMTS17,R-HSA-597592
ADAMTS18,R-HSA-597592
ADAMTS19,R-HSA-597592
ADAMTS2,R-HSA-597592
ADAMTS20,R-HSA-597592
ADAMTS3,R-HSA-597592
ADAMTS4,R-HSA-597592
ADAMTS5,R-HSA-597592
ADAMTS6,R-HSA-597592
ADAMTS7,R-HSA-597592
ADAMTS8,R-HSA-597592
ADAMTS9,R-HSA-597592
ADAMTSL1,R-HSA-597592
ADAMTSL2,R-HSA-597592
ADAMTSL3,R-HSA-597592
ADAMTSL4,R-HSA-597592
ADAMTSL5,R-HSA-597592
ADRB2,R-HSA-597592
ADRM1,R-HSA-597592
AFP,R-HSA-597592
AGBL1,R-HSA-597592
AGBL2,R-HSA-597592
AGBL3,R-HSA-597592
AGBL4,R-HSA-597592
AGBL5,R-HSA-597592
AGTPBP1,R-HSA-597592
AHSG,R-HSA-597592
ALB,R-HSA-597592
ALG1,R-HSA-597592
ALG10,R-HSA-597592
ALG10B,R-HSA-597592
ALG11,R-HSA-597592
ALG12,R-HSA-597592
ALG13,R-HSA-597592
ALG14,R-HSA-597592
ALG2,R-HSA-597592
ALG3,R-HSA-597592
ALG5,R-HSA-597592
ALG6,R-HSA-597592
ALG8,R-HSA-597592
ALG9,R-HSA-597592
ALPG,R-HSA-597592
ALPI,R-HSA-597592
ALPL,R-HSA-597592
AMBN,R-HSA-597592
AMDHD2,R-HSA-597592
AMELX,R-HSA-597592
AMER1,R-HSA-597592
AMFR,R-HSA-597592
AMTN,R-HSA-597592
ANK1,R-HSA-597592
ANK2,R-HSA-597592
ANK3,R-HSA-597592
ANKRD28,R-HSA-597592
ANKRD9,R-HSA-597592
ANO8,R-HSA-597592
APC,R-HSA-597592
APLP2,R-HSA-597592
APOA1,R-HSA-597592
APOA2,R-HSA-597592
APOA5,R-HSA-597592
APOB,R-HSA-597592
APOE,R-HSA-597592
APOL1,R-HSA-597592
APP,R-HSA-597592
AR,R-HSA-597592
ARCN1,R-HSA-597592
AREG,R-HSA-597592
ARF1,R-HSA-597592
ARF3,R-HSA-597592
ARF4,R-HSA-597592
ARF5,R-HSA-597592
ARFGAP1,R-HSA-597592
ARFGAP2,R-HSA-597592
ARFGAP3,R-HSA-597592
ARRB1,R-HSA-597592
ARRB2,R-HSA-597592
ARSA,R-HSA-597592
ARSB,R-HSA-597592
ARSD,R-HSA-597592
ARSF,R-HSA-597592
ARSG,R-HSA-597592
ARSH,R-HSA-597592
ARSI,R-HSA-597592
ARSJ,R-HSA-597592
ARSK,R-HSA-597592
ARSL,R-HSA-597592
ART3,R-HSA-597592
ART4,R-HSA-597592
ASB1,R-HSA-597592
ASB10,R-HSA-597592
ASB11,R-HSA-597592
ASB12,R-HSA-597592
ASB13,R-HSA-597592
ASB14,R-HSA-597592
ASB15,R-HSA-597592
ASB16,R-HSA-597592
ASB17,R-HSA-597592
ASB18,R-HSA-597592
ASB2,R-HSA-597592
ASB3,R-HSA-597592
ASB4,R-HSA-597592
ASB5,R-HSA-597592
ASB6,R-HSA-597592
ASB7,R-HSA-597592
ASB8,R-HSA-597592
ASB9,R-HSA-597592
ASGR1,R-HSA-597592
ASGR2,R-HSA-597592
ASPH,R-HSA-597592
ASXL1,R-HSA-597592
ASXL2,R-HSA-597592
ATXN3,R-HSA-597592
ATXN3L,R-HSA-597592
ATXN7,R-HSA-597592
AURKA,R-HSA-597592
AURKB,R-HSA-597592
AXIN1,R-HSA-597592
AXIN2,R-HSA-597592
B3GALNT2,R-HSA-597592
B3GLCT,R-HSA-597592
B3GNT2,R-HSA-597592
B3GNT3,R-HSA-597592
B3GNT4,R-HSA-597592
B3GNT5,R-HSA-597592
B3GNT6,R-HSA-597592
B3GNT7,R-HSA-597592
B3GNT8,R-HSA-597592
B3GNT9,R-HSA-597592
B3GNTL1,R-HSA-597592
B4GALNT2,R-HSA-597592
B4GALT1,R-HSA-597592
B4GALT2,R-HSA-597592
B4GALT3,R-HSA-597592
B4GALT4,R-HSA-597592
B4GALT5,R-HSA-597592
B4GALT6,R-HSA-597592
B4GAT1,R-HSA-597592
BABAM1,R-HSA-597592
BABAM2,R-HSA-597592
BAP1,R-HSA-597592
BARD1,R-HSA-597592
BCL10,R-HSA-597592
BECN1,R-HSA-597592
BET1,R-HSA-597592
BET1L,R-HSA-597592
BGLAP,R-HSA-597592
BIRC2,R-HSA-597592
BIRC3,R-HSA-597592
BIRC5,R-HSA-597592
BLM,R-HSA-597592
BMI1,R-HSA-597592
BMP15,R-HSA-597592
BMP4,R-HSA-597592
BPIFB2,R-HSA-597592
BRCA1,R-HSA-597592
BRCC3,R-HSA-597592
BST1,R-HSA-597592
BTBD1,R-HSA-597592
BTBD6,R-HSA-597592
BTRC,R-HSA-597592
C1GALT1,R-HSA-597592
C1GALT1C1,R-HSA-597592
C3,R-HSA-597592
C4A,R-HSA-597592
CALM1,R-HSA-597592
CALR,R-HSA-597592
CALU,R-HSA-597592
CAMKMT,R-HSA-597592
CAND1,R-HSA-597592
CANX,R-HSA-597592
CAPZA1,R-HSA-597592
CAPZA2,R-HSA-597592
CAPZA3,R-HSA-597592
CAPZB,R-HSA-597592
CASP8AP2,R-HSA-597592
CBX2,R-HSA-597592
CBX4,R-HSA-597592
CBX5,R-HSA-597592
CBX8,R-HSA-597592
CCDC22,R-HSA-597592
CCDC8,R-HSA-597592
CCN1,R-HSA-597592
CCNA1,R-HSA-597592
CCNA2,R-HSA-597592
CCNF,R-HSA-597592
CCP110,R-HSA-597592
CD109,R-HSA-597592
CD52,R-HSA-597592
CD55,R-HSA-597592
CD59,R-HSA-597592
CDC20,R-HSA-597592
CDC25A,R-HSA-597592
CDC34,R-HSA-597592
CDC73,R-HSA-597592
CDCA8,R-HSA-597592
CDH2,R-HSA-597592
CDK1,R-HSA-597592
CDKN1A,R-HSA-597592
CDKN2A,R-HSA-597592
CEACAM5,R-HSA-597592
CEACAM7,R-HSA-597592
CETN2,R-HSA-597592
CFP,R-HSA-597592
CFTR,R-HSA-597592
CGA,R-HSA-597592
CHD3,R-HSA-597592
CHGB,R-HSA-597592
CHM,R-HSA-597592
CHML,R-HSA-597592
CHRDL1,R-HSA-597592
CHST10,R-HSA-597592
CHST4,R-HSA-597592
CHST8,R-HSA-597592
CISH,R-HSA-597592
CKAP4,R-HSA-597592
CLSPN,R-HSA-597592
CMAS,R-HSA-597592
CNIH1,R-HSA-597592
CNIH2,R-HSA-597592
CNIH3,R-HSA-597592
CNTN3,R-HSA-597592
CNTN4,R-HSA-597592
CNTN5,R-HSA-597592
COG1,R-HSA-597592
COG2,R-HSA-597592
COG3,R-HSA-597592
COG4,R-HSA-597592
COG5,R-HSA-597592
COG6,R-HSA-597592
COG7,R-HSA-597592
COG8,R-HSA-597592
COL7A1,R-HSA-597592
COMMD1,R-HSA-597592
COMMD10,R-HSA-597592
COMMD2,R-HSA-597592
COMMD3,R-HSA-597592
COMMD4,R-HSA-597592
COMMD5,R-HSA-597592
COMMD6,R-HSA-597592
COMMD7,R-HSA-597592
COMMD8,R-HSA-597592
COMMD9,R-HSA-597592
COP1,R-HSA-597592
COPA,R-HSA-597592
COPB1,R-HSA-597592
COPB2,R-HSA-597592
COPE,R-HSA-597592
COPG1,R-HSA-597592
COPG2,R-HSA-597592
COPS2,R-HSA-597592
COPS3,R-HSA-597592
COPS4,R-HSA-597592
COPS5,R-HSA-597592
COPS6,R-HSA-597592
COPS7A,R-HSA-597592
COPS7B,R-HSA-597592
COPS8,R-HSA-597592
COPZ1,R-HSA-597592
COPZ2,R-HSA-597592
CP,R-HSA-597592
CPM,R-HSA-597592
CREBBP,R-HSA-597592
CRPPA,R-HSA-597592
CSF1,R-HSA-597592
CSNK1D,R-HSA-597592
CST3,R-HSA-597592
CTBP1,R-HSA-597592
CTR9,R-HSA-597592
CTSA,R-HSA-597592
CTSC,R-HSA-597592
CTSZ,R-HSA-597592
CUL1,R-HSA-597592
CUL2,R-HSA-597592
CUL3,R-HSA-597592
CUL4A,R-HSA-597592
CUL4B,R-HSA-597592
CUL5,R-HSA-597592
CUL7,R-HSA-597592
CUL9,R-HSA-597592
CYLD,R-HSA-597592
DAD1,R-HSA-597592
DAG1,R-HSA-597592
DAXX,R-HSA-597592
DBT,R-HSA-597592
DCAF10,R-HSA-597592
DCAF11,R-HSA-597592
