child,parent
PSMD11,R-HSA-450408
PSMD12,R-HSA-450408
PSMD13,R-HSA-450408
PSMD14,R-HSA-450408
PSMD2,R-HSA-450408
PSMD3,R-HSA-450408
PSMD6,R-HSA-450408
PSMD7,R-HSA-450408
PSMD8,R-HSA-450408
RPS27A,R-HSA-450408
SEM1,R-HSA-450408
UBA52,R-HSA-450408
UBB,R-HSA-450408
UBC,R-HSA-450408
ACTR1A,R-HSA-8854518
AKAP9,R-HSA-8854518
ALMS1,R-HSA-8854518
AURKA,R-HSA-8854518
CCP110,R-HSA-8854518
CDK1,R-HSA-8854518
CDK5RAP2,R-HSA-8854518
CEP131,R-HSA-8854518
CEP135,R-HSA-8854518
CEP152,R-HSA-8854518
CEP164,R-HSA-8854518
CEP192,R-HSA-8854518
CEP250,R-HSA-8854518
CEP290,R-HSA-8854518
CEP41,R-HSA-8854518
CEP43,R-HSA-8854518
CEP57,R-HSA-8854518
CEP63,R-HSA-8854518
CEP70,R-HSA-8854518
CEP72,R-HSA-8854518
CEP76,R-HSA-8854518
CEP78,R-HSA-8854518
CETN2,R-HSA-8854518
CKAP5,R-HSA-8854518
CLASP1,R-HSA-8854518
CNTRL,R-HSA-8854518
CPAP,R-HSA-8854518
CSNK1D,R-HSA-8854518
CSNK1E,R-HSA-8854518
DCTN1,R-HSA-8854518
DCTN2,R-HSA-8854518
DCTN3,R-HSA-8854518
DYNC1H1,R-HSA-8854518
DYNC1I2,R-HSA-8854518
DYNLL1,R-HSA-8854518
HAUS1,R-HSA-8854518
HAUS2,R-HSA-8854518
HAUS3,R-HSA-8854518
HAUS4,R-HSA-8854518
HAUS5,R-HSA-8854518
HAUS6,R-HSA-8854518
HAUS7,R-HSA-8854518
HAUS8,R-HSA-8854518
HMMR,R-HSA-8854518
HSP90AA1,R-HSA-8854518
MAPRE1,R-HSA-8854518
NDE1,R-HSA-8854518
NEDD1,R-HSA-8854518
NEK2,R-HSA-8854518
NINL,R-HSA-8854518
ODF2,R-HSA-8854518
OFD1,R-HSA-8854518
PAFAH1B1,R-HSA-8854518
PCM1,R-HSA-8854518
PCNT,R-HSA-8854518
PLK1,R-HSA-8854518
PLK4,R-HSA-8854518
PPP2R1A,R-HSA-8854518
PRKACA,R-HSA-8854518
PRKAR2B,R-HSA-8854518
SDCCAG8,R-HSA-8854518
SFI1,R-HSA-8854518
SSNA1,R-HSA-8854518
TPX2,R-HSA-8854518
TUBA1A,R-HSA-8854518
TUBA4A,R-HSA-8854518
TUBB,R-HSA-8854518
TUBB4A,R-HSA-8854518
TUBB4B,R-HSA-8854518
TUBG1,R-HSA-8854518
YWHAE,R-HSA-8854518
YWHAG,R-HSA-8854518
AMER1,R-HSA-5467340
APC,R-HSA-5467340
AXIN1,R-HSA-5467340
CSNK1A1,R-HSA-5467340
GSK3B,R-HSA-5467340
PPP2CA,R-HSA-5467340
PPP2CB,R-HSA-5467340
PPP2R1A,R-HSA-5467340
PPP2R1B,R-HSA-5467340
PPP2R5A,R-HSA-5467340
PPP2R5B,R-HSA-5467340
PPP2R5C,R-HSA-5467340
PPP2R5D,R-HSA-5467340
PPP2R5E,R-HSA-5467340
ABCB1,R-HSA-2161522
ABCG2,R-HSA-2161522
ADH1A,R-HSA-2161522
MAPDA,R-HSA-2161522
NT5C2,R-HSA-2161522
PCK1,R-HSA-2161522
SLC22A1,R-HSA-2161522
SLC22A2,R-HSA-2161522
SLC22A3,R-HSA-2161522
ADH1A,R-HSA-2161541
MAPDA,R-HSA-2161541
NT5C2,R-HSA-2161541
PCK1,R-HSA-2161541
ABCB1,R-HSA-2161517
ABCG2,R-HSA-2161517
SLC22A1,R-HSA-2161517
SLC22A2,R-HSA-2161517
SLC22A3,R-HSA-2161517
APEX1,R-HSA-73930
POLB,R-HSA-73930
CCND1,R-HSA-9659787
CCND2,R-HSA-9659787
CCND3,R-HSA-9659787
CCNE1,R-HSA-9659787
CCNE2,R-HSA-9659787
CDK2,R-HSA-9659787
CDK4,R-HSA-9659787
CDK6,R-HSA-9659787
CDKN1A,R-HSA-9659787
CDKN1B,R-HSA-9659787
CDKN1C,R-HSA-9659787
E2F1,R-HSA-9659787
E2F2,R-HSA-9659787
E2F3,R-HSA-9659787
RB1,R-HSA-9659787
TFDP1,R-HSA-9659787
TFDP2,R-HSA-9659787
ANAPC1,R-HSA-9687139
ANAPC10,R-HSA-9687139
ANAPC11,R-HSA-9687139
ANAPC15,R-HSA-9687139
ANAPC16,R-HSA-9687139
ANAPC2,R-HSA-9687139
ANAPC4,R-HSA-9687139
ANAPC5,R-HSA-9687139
ANAPC7,R-HSA-9687139
CCND1,R-HSA-9687139
CCND2,R-HSA-9687139
CCND3,R-HSA-9687139
CCNE1,R-HSA-9687139
CCNE2,R-HSA-9687139
CDC16,R-HSA-9687139
CDC23,R-HSA-9687139
CDC26,R-HSA-9687139
CDC27,R-HSA-9687139
CDK2,R-HSA-9687139
CDK4,R-HSA-9687139
CDK6,R-HSA-9687139
CDKN1A,R-HSA-9687139
CDKN1B,R-HSA-9687139
CDKN1C,R-HSA-9687139
E2F1,R-HSA-9687139
E2F2,R-HSA-9687139
E2F3,R-HSA-9687139
FZR1,R-HSA-9687139
RB1,R-HSA-9687139
SKP2,R-HSA-9687139
TFDP1,R-HSA-9687139
TFDP2,R-HSA-9687139
UBE2C,R-HSA-9687139
UBE2D1,R-HSA-9687139
UBE2E1,R-HSA-9687139
UBE2S,R-HSA-9687139
ANAPC1,R-HSA-9687136
ANAPC10,R-HSA-9687136
ANAPC11,R-HSA-9687136
ANAPC15,R-HSA-9687136
ANAPC16,R-HSA-9687136
ANAPC2,R-HSA-9687136
ANAPC4,R-HSA-9687136
ANAPC5,R-HSA-9687136
ANAPC7,R-HSA-9687136
CDC16,R-HSA-9687136
CDC23,R-HSA-9687136
CDC26,R-HSA-9687136
CDC27,R-HSA-9687136
FZR1,R-HSA-9687136
RB1,R-HSA-9687136
SKP2,R-HSA-9687136
UBE2C,R-HSA-9687136
UBE2D1,R-HSA-9687136
UBE2E1,R-HSA-9687136
UBE2S,R-HSA-9687136
IDH1,R-HSA-2978092
CTDP1,R-HSA-167242
GTF2F1,R-HSA-167242
GTF2F2,R-HSA-167242
NCBP1,R-HSA-167242
NCBP2,R-HSA-167242
NELFA,R-HSA-167242
NELFB,R-HSA-167242
NELFCD,R-HSA-167242
NELFE,R-HSA-167242
POLR2A,R-HSA-167242
POLR2B,R-HSA-167242
POLR2C,R-HSA-167242
POLR2D,R-HSA-167242
POLR2E,R-HSA-167242
POLR2F,R-HSA-167242
POLR2G,R-HSA-167242
POLR2H,R-HSA-167242
POLR2I,R-HSA-167242
POLR2J,R-HSA-167242
POLR2K,R-HSA-167242
POLR2L,R-HSA-167242
SUPT4H1,R-HSA-167242
SUPT5H,R-HSA-167242
NAT1,R-HSA-156582
NAT2,R-HSA-156582
CHAT,R-HSA-264642
CPLX1,R-HSA-264642
PPFIA1,R-HSA-264642
PPFIA2,R-HSA-264642
PPFIA3,R-HSA-264642
PPFIA4,R-HSA-264642
RAB3A,R-HSA-264642
RIMS1,R-HSA-264642
SLC18A3,R-HSA-264642
SLC5A7,R-HSA-264642
SNAP25,R-HSA-264642
STX1A,R-HSA-264642
STXBP1,R-HSA-264642
SYT1,R-HSA-264642
TSPOAP1,R-HSA-264642
UNC13B,R-HSA-264642
VAMP2,R-HSA-264642
CHRNA1,R-HSA-181431
CHRNA2,R-HSA-181431
CHRNA3,R-HSA-181431
CHRNA4,R-HSA-181431
CHRNA5,R-HSA-181431
CHRNA6,R-HSA-181431
CHRNA7,R-HSA-181431
CHRNA9,R-HSA-181431
CHRNB2,R-HSA-181431
CHRNB3,R-HSA-181431
CHRNB4,R-HSA-181431
CHRND,R-HSA-181431
CHRNE,R-HSA-181431
CHRNG,R-HSA-181431
CHRNA10,R-HSA-9667769
CHRNA9,R-HSA-9667769
KCNMA1,R-HSA-9667769
KCNMB1,R-HSA-9667769
KCNN2,R-HSA-9667769
CHRM3,R-HSA-399997
GNA11,R-HSA-399997
GNA14,R-HSA-399997
GNA15,R-HSA-399997
GNAQ,R-HSA-399997
MARCKS,R-HSA-399997
PLCB1,R-HSA-399997
PLCB2,R-HSA-399997
PLCB3,R-HSA-399997
PRKCA,R-HSA-399997
ACR,R-HSA-1300645
CD9,R-HSA-1300645
IZUMO1,R-HSA-1300645
IZUMO2,R-HSA-1300645
IZUMO3,R-HSA-1300645
IZUMO4,R-HSA-1300645
16S rRNA,R-HSA-9638771
gyrA,R-HSA-9638771
gyrB,R-HSA-9638771
mrcB,R-HSA-9638771
qnr,R-HSA-9638771
rrsA,R-HSA-9638771
16S rRNA,R-HSA-9638737
AAC(6')-Ib,R-HSA-9638737
KPC-2,R-HSA-9638737
acrA,R-HSA-9638737
acrB,R-HSA-9638737
armA,R-HSA-9638737
bla,R-HSA-9638737
blaSHV-12,R-HSA-9638737
emrE,R-HSA-9638737
gdx,R-HSA-9638737
gyrA,R-HSA-9638737
gyrB,R-HSA-9638737
macA,R-HSA-9638737
macB,R-HSA-9638737
mdfA,R-HSA-9638737
mdtE,R-HSA-9638737
mdtF,R-HSA-9638737
mrcB,R-HSA-9638737
oqxA,R-HSA-9638737
pef,R-HSA-9638737
qnr,R-HSA-9638737
rmtB,R-HSA-9638737
rmtC,R-HSA-9638737
rmtD,R-HSA-9638737
rmtF,R-HSA-9638737
rmtG,R-HSA-9638737
rmtH,R-HSA-9638737
rrsA,R-HSA-9638737
tetA,R-HSA-9638737
tetB,R-HSA-9638737
tolC,R-HSA-9638737
ADAM10,R-HSA-2122948
ADAM17,R-HSA-2122948
APH1A,R-HSA-2122948
APH1B,R-HSA-2122948
ARRB1,R-HSA-2122948
ARRB2,R-HSA-2122948
CNTN1,R-HSA-2122948
DLK1,R-HSA-2122948
DLL1,R-HSA-2122948
DLL4,R-HSA-2122948
DNER,R-HSA-2122948
DTX1,R-HSA-2122948
DTX2,R-HSA-2122948
DTX4,R-HSA-2122948
ITCH,R-HSA-2122948
JAG1,R-HSA-2122948
JAG2,R-HSA-2122948
MIB1,R-HSA-2122948
MIB2,R-HSA-2122948
NCSTN,R-HSA-2122948
NEURL1,R-HSA-2122948
NEURL1B,R-HSA-2122948
NOTCH1,R-HSA-2122948
NUMB,R-HSA-2122948
PSEN1,R-HSA-2122948
PSEN2,R-HSA-2122948
PSENEN,R-HSA-2122948
RPS27A,R-HSA-2122948
UBA52,R-HSA-2122948
UBB,R-HSA-2122948
UBC,R-HSA-2122948
BDNF,R-HSA-9032845
CDK5,R-HSA-9032845
CDK5R1,R-HSA-9032845
NTRK2,R-HSA-9032845
RAC1,R-HSA-9032845
TIAM1,R-HSA-9032845
BDNF,R-HSA-9028731
FRS2,R-HSA-9028731
FRS3,R-HSA-9028731
GRB2,R-HSA-9028731
HRAS,R-HSA-9028731
KRAS,R-HSA-9028731
NRAS,R-HSA-9028731
NTF4,R-HSA-9028731
NTRK2,R-HSA-9028731
PTPN11,R-HSA-9028731
SOS1,R-HSA-9028731
BDNF,R-HSA-9032500
DOCK3,R-HSA-9032500
FYN,R-HSA-9032500
GRIN2B,R-HSA-9032500
NTRK2,R-HSA-9032500
RAC1,R-HSA-9032500
SRC,R-HSA-9032500
BDNF,R-HSA-9028335
GAB1,R-HSA-9028335
GRB2,R-HSA-9028335
NTF4,R-HSA-9028335
NTRK2,R-HSA-9028335
PIK3CA,R-HSA-9028335
PIK3R1,R-HSA-9028335
BDNF,R-HSA-9026527
NTF4,R-HSA-9026527
NTRK2,R-HSA-9026527
PLCG1,R-HSA-9026527
BDNF,R-HSA-9026519
GRB2,R-HSA-9026519
HRAS,R-HSA-9026519
KRAS,R-HSA-9026519
NRAS,R-HSA-9026519
NTF4,R-HSA-9026519
NTRK2,R-HSA-9026519
SHC1,R-HSA-9026519
SOS1,R-HSA-9026519
IRS1,R-HSA-9603381
NTF3,R-HSA-9603381
NTRK3,R-HSA-9603381
PIK3CA,R-HSA-9603381
PIK3R1,R-HSA-9603381
SRC,R-HSA-9603381
NTF3,R-HSA-9034793
NTRK3,R-HSA-9034793
PLCG1,R-HSA-9034793
GRB2,R-HSA-9034864
HRAS,R-HSA-9034864
KRAS,R-HSA-9034864
NRAS,R-HSA-9034864
NTF3,R-HSA-9034864
NTRK3,R-HSA-9034864
SHC1,R-HSA-9034864
SOS1,R-HSA-9034864
AR,R-HSA-5625886
H2AB1,R-HSA-5625886
H2AC14,R-HSA-5625886
H2AC18,R-HSA-5625886
H2AC20,R-HSA-5625886
H2AC4,R-HSA-5625886
H2AC6,R-HSA-5625886
H2AC7,R-HSA-5625886
H2AJ,R-HSA-5625886
H2AX,R-HSA-5625886
H2AZ2,R-HSA-5625886
H2BC1,R-HSA-5625886
H2BC11,R-HSA-5625886
H2BC12,R-HSA-5625886
H2BC12L,R-HSA-5625886
H2BC13,R-HSA-5625886
H2BC14,R-HSA-5625886
H2BC15,R-HSA-5625886
H2BC17,R-HSA-5625886
H2BC21,R-HSA-5625886
H2BC26,R-HSA-5625886
H2BC3,R-HSA-5625886
H2BC4,R-HSA-5625886
H2BC5,R-HSA-5625886
H2BC9,R-HSA-5625886
H3-3A,R-HSA-5625886
H3C1,R-HSA-5625886
H3C15,R-HSA-5625886
H4C1,R-HSA-5625886
KDM1A,R-HSA-5625886
KDM4C,R-HSA-5625886
KLK2,R-HSA-5625886
KLK3,R-HSA-5625886
NCOA2,R-HSA-5625886
PKN1,R-HSA-5625886
FGF1,R-HSA-2033519
FGF10,R-HSA-2033519
FGF16,R-HSA-2033519
FGF17,R-HSA-2033519
FGF18,R-HSA-2033519
FGF2,R-HSA-2033519
FGF20,R-HSA-2033519
FGF22,R-HSA-2033519
FGF23,R-HSA-2033519
FGF3,R-HSA-2033519
FGF4,R-HSA-2033519
FGF5,R-HSA-2033519
FGF6,R-HSA-2033519
FGF7,R-HSA-2033519
FGF8,R-HSA-2033519
FGF9,R-HSA-2033519
FGFR2,R-HSA-2033519
BAK1,R-HSA-111452
BID,R-HSA-111452
AKT2,R-HSA-165158
PDPK1,R-HSA-165158
THEM4,R-HSA-165158
TRIB3,R-HSA-165158
GRIA1,R-HSA-399710
GRIA2,R-HSA-399710
GRIA3,R-HSA-399710
GRIA4,R-HSA-399710
CALM1,R-HSA-9619483
CAMKK2,R-HSA-9619483
MAPT,R-HSA-9619483
PRKAA1,R-HSA-9619483
PRKAA2,R-HSA-9619483
PRKAB1,R-HSA-9619483
PRKAB2,R-HSA-9619483
PRKAG1,R-HSA-9619483
PRKAG2,R-HSA-9619483
PRKAG3,R-HSA-9619483
TUBA1A,R-HSA-9619483
TUBA1B,R-HSA-9619483
TUBA1C,R-HSA-9619483
TUBA3C,R-HSA-9619483
TUBA3D,R-HSA-9619483
TUBA3E,R-HSA-9619483
TUBA4A,R-HSA-9619483
TUBA4B,R-HSA-9619483
TUBA8,R-HSA-9619483
TUBAL3,R-HSA-9619483
TUBB1,R-HSA-9619483
TUBB2A,R-HSA-9619483
TUBB2B,R-HSA-9619483
TUBB3,R-HSA-9619483
TUBB4A,R-HSA-9619483
TUBB4B,R-HSA-9619483
TUBB6,R-HSA-9619483
TUBB8,R-HSA-9619483
TUBB8B,R-HSA-9619483
ADRM1,R-HSA-176814
ANAPC1,R-HSA-176814
ANAPC10,R-HSA-176814
ANAPC11,R-HSA-176814
ANAPC15,R-HSA-176814
ANAPC16,R-HSA-176814
ANAPC2,R-HSA-176814
ANAPC4,R-HSA-176814
ANAPC5,R-HSA-176814
ANAPC7,R-HSA-176814
BUB1B,R-HSA-176814
BUB3,R-HSA-176814
CCNA1,R-HSA-176814
CCNA2,R-HSA-176814
CCNB1,R-HSA-176814
CDC16,R-HSA-176814
CDC20,R-HSA-176814
CDC23,R-HSA-176814
CDC26,R-HSA-176814
CDC27,R-HSA-176814
CDK1,R-HSA-176814
MAD2L1,R-HSA-176814
NEK2,R-HSA-176814
PLK1,R-HSA-176814
PSMA1,R-HSA-176814
PSMA2,R-HSA-176814
PSMA3,R-HSA-176814
PSMA4,R-HSA-176814
PSMA5,R-HSA-176814
PSMA6,R-HSA-176814
PSMA7,R-HSA-176814
PSMB1,R-HSA-176814
PSMB2,R-HSA-176814
PSMB3,R-HSA-176814
PSMB4,R-HSA-176814
PSMB5,R-HSA-176814
PSMB6,R-HSA-176814
PSMB7,R-HSA-176814
PSMC1,R-HSA-176814
PSMC2,R-HSA-176814
PSMC3,R-HSA-176814
PSMC4,R-HSA-176814
PSMC5,R-HSA-176814
PSMC6,R-HSA-176814
PSMD1,R-HSA-176814
PSMD11,R-HSA-176814
PSMD12,R-HSA-176814
PSMD13,R-HSA-176814
PSMD14,R-HSA-176814
PSMD2,R-HSA-176814
PSMD3,R-HSA-176814
PSMD6,R-HSA-176814
PSMD7,R-HSA-176814
PSMD8,R-HSA-176814
PTTG1,R-HSA-176814
RPS27A,R-HSA-176814
SEM1,R-HSA-176814
UBA52,R-HSA-176814
UBB,R-HSA-176814
UBC,R-HSA-176814
UBE2C,R-HSA-176814
UBE2D1,R-HSA-176814
UBE2E1,R-HSA-176814
UBE2S,R-HSA-176814
ATR,R-HSA-176187
ATRIP,R-HSA-176187
CDC25A,R-HSA-176187
CDC25C,R-HSA-176187
CDC45,R-HSA-176187
CDC6,R-HSA-176187
CDC7,R-HSA-176187
CDK2,R-HSA-176187
CHEK1,R-HSA-176187
CLSPN,R-HSA-176187
DBF4,R-HSA-176187
HUS1,R-HSA-176187
MCM10,R-HSA-176187
MCM2,R-HSA-176187
MCM3,R-HSA-176187
MCM4,R-HSA-176187
MCM5,R-HSA-176187
MCM6,R-HSA-176187
MCM7,R-HSA-176187
MCM8,R-HSA-176187
ORC1,R-HSA-176187
ORC2,R-HSA-176187
ORC3,R-HSA-176187
ORC4,R-HSA-176187
ORC5,R-HSA-176187
ORC6,R-HSA-176187
RAD1,R-HSA-176187
RAD17,R-HSA-176187
RAD9A,R-HSA-176187
RAD9B,R-HSA-176187
RFC2,R-HSA-176187
RFC3,R-HSA-176187
RFC4,R-HSA-176187
RFC5,R-HSA-176187
RPA1,R-HSA-176187
RPA2,R-HSA-176187
RPA3,R-HSA-176187
AKT1,R-HSA-111447
AKT2,R-HSA-111447
AKT3,R-HSA-111447
BAD,R-HSA-111447
BCL2,R-HSA-111447
BID,R-HSA-111447
PPP3CC,R-HSA-111447
PPP3R1,R-HSA-111447
SFN,R-HSA-111447
YWHAB,R-HSA-111447
YWHAE,R-HSA-111447
YWHAG,R-HSA-111447
YWHAH,R-HSA-111447
YWHAQ,R-HSA-111447
YWHAZ,R-HSA-111447
AKT1,R-HSA-114452
AKT2,R-HSA-114452
AKT3,R-HSA-114452
BAD,R-HSA-114452
BBC3,R-HSA-114452
BCL2,R-HSA-114452
BCL2L11,R-HSA-114452
BID,R-HSA-114452
BMF,R-HSA-114452
DYNLL1,R-HSA-114452
DYNLL2,R-HSA-114452
E2F1,R-HSA-114452
MAPK8,R-HSA-114452
PMAIP1,R-HSA-114452
PPP1R13B,R-HSA-114452
PPP3CC,R-HSA-114452
PPP3R1,R-HSA-114452
SFN,R-HSA-114452
TFDP1,R-HSA-114452
TFDP2,R-HSA-114452
TP53,R-HSA-114452
TP53BP2,R-HSA-114452
TP63,R-HSA-114452
TP73,R-HSA-114452
YWHAB,R-HSA-114452
YWHAE,R-HSA-114452
YWHAG,R-HSA-114452
YWHAH,R-HSA-114452
YWHAQ,R-HSA-114452
YWHAZ,R-HSA-114452
BCL2L11,R-HSA-111446
DYNLL1,R-HSA-111446
MAPK8,R-HSA-111446
BMF,R-HSA-139910
DYNLL2,R-HSA-139910
MAPK8,R-HSA-139910
C2,R-HSA-174577
C3,R-HSA-174577
C4A,R-HSA-174577
C4B,R-HSA-174577
C5,R-HSA-174577
CFB,R-HSA-174577
CFP,R-HSA-174577
CALM1,R-HSA-451308
DLG1,R-HSA-451308
DLG3,R-HSA-451308
DLG4,R-HSA-451308
GRIK1,R-HSA-451308
GRIK2,R-HSA-451308
GRIK3,R-HSA-451308
GRIK4,R-HSA-451308
GRIK5,R-HSA-451308
NCALD,R-HSA-451308
GABBR1,R-HSA-1296041
GABBR2,R-HSA-1296041
GNB1,R-HSA-1296041
GNB2,R-HSA-1296041
GNB3,R-HSA-1296041
GNB4,R-HSA-1296041
GNB5,R-HSA-1296041
GNG10,R-HSA-1296041
GNG11,R-HSA-1296041
GNG12,R-HSA-1296041
GNG13,R-HSA-1296041
GNG2,R-HSA-1296041
GNG3,R-HSA-1296041
GNG4,R-HSA-1296041
GNG5,R-HSA-1296041
GNG7,R-HSA-1296041
GNG8,R-HSA-1296041
GNGT1,R-HSA-1296041
GNGT2,R-HSA-1296041
KCNJ10,R-HSA-1296041
KCNJ12,R-HSA-1296041
KCNJ15,R-HSA-1296041
KCNJ16,R-HSA-1296041
KCNJ2,R-HSA-1296041
KCNJ3,R-HSA-1296041
KCNJ4,R-HSA-1296041
KCNJ5,R-HSA-1296041
KCNJ6,R-HSA-1296041
KCNJ9,R-HSA-1296041
ADCY1,R-HSA-991365
ADCY2,R-HSA-991365
ADCY3,R-HSA-991365
ADCY4,R-HSA-991365
ADCY5,R-HSA-991365
ADCY6,R-HSA-991365
ADCY7,R-HSA-991365
ADCY8,R-HSA-991365
ADCY9,R-HSA-991365
GABBR1,R-HSA-991365
GABBR2,R-HSA-991365
GNAI1,R-HSA-991365
GNAI2,R-HSA-991365
GNAI3,R-HSA-991365
GNAL,R-HSA-991365
GNAT3,R-HSA-991365
GNB1,R-HSA-991365
GNB2,R-HSA-991365
GNB3,R-HSA-991365
GNB4,R-HSA-991365
GNB5,R-HSA-991365
GNG10,R-HSA-991365
GNG11,R-HSA-991365
GNG12,R-HSA-991365
GNG13,R-HSA-991365
GNG2,R-HSA-991365
GNG3,R-HSA-991365
GNG4,R-HSA-991365
GNG5,R-HSA-991365
GNG7,R-HSA-991365
GNG8,R-HSA-991365
GNGT1,R-HSA-991365
GNGT2,R-HSA-991365
KCNJ10,R-HSA-991365
KCNJ12,R-HSA-991365
KCNJ15,R-HSA-991365
KCNJ16,R-HSA-991365
KCNJ2,R-HSA-991365
KCNJ3,R-HSA-991365
KCNJ4,R-HSA-991365
KCNJ5,R-HSA-991365
KCNJ6,R-HSA-991365
KCNJ9,R-HSA-991365
AJUBA,R-HSA-5619507
ASH2L,R-HSA-5619507
CNOT6,R-HSA-5619507
CNOT9,R-HSA-5619507
CREBBP,R-HSA-5619507
CTCF,R-HSA-5619507
DPY30,R-HSA-5619507
EED,R-HSA-5619507
EGR2,R-HSA-5619507
EP300,R-HSA-5619507
EZH2,R-HSA-5619507
H2AB1,R-HSA-5619507
H2AC14,R-HSA-5619507
H2AC18,R-HSA-5619507
H2AC20,R-HSA-5619507
H2AC4,R-HSA-5619507
H2AC6,R-HSA-5619507
H2AC7,R-HSA-5619507
H2AJ,R-HSA-5619507
H2AX,R-HSA-5619507
H2AZ2,R-HSA-5619507
H2BC1,R-HSA-5619507
H2BC11,R-HSA-5619507
H2BC12,R-HSA-5619507
H2BC12L,R-HSA-5619507
H2BC13,R-HSA-5619507
H2BC14,R-HSA-5619507
H2BC15,R-HSA-5619507
H2BC17,R-HSA-5619507
H2BC21,R-HSA-5619507
H2BC26,R-HSA-5619507
H2BC3,R-HSA-5619507
H2BC4,R-HSA-5619507
H2BC5,R-HSA-5619507
H2BC9,R-HSA-5619507
H3-3A,R-HSA-5619507
H3C1,R-HSA-5619507
H3C15,R-HSA-5619507
H4C1,R-HSA-5619507
HDAC3,R-HSA-5619507
HOXA1,R-HSA-5619507
HOXA2,R-HSA-5619507
HOXA3,R-HSA-5619507
HOXA4,R-HSA-5619507
HOXB1,R-HSA-5619507
HOXB2,R-HSA-5619507
HOXB3,R-HSA-5619507
HOXB4,R-HSA-5619507
HOXC4,R-HSA-5619507
HOXD1,R-HSA-5619507
HOXD3,R-HSA-5619507
HOXD4,R-HSA-5619507
JUN,R-HSA-5619507
KDM6A,R-HSA-5619507
KMT2C,R-HSA-5619507
KMT2D,R-HSA-5619507
MAFB,R-HSA-5619507
MEIS1,R-HSA-5619507
NCOA3,R-HSA-5619507
NCOA6,R-HSA-5619507
NCOR1,R-HSA-5619507
PAGR1,R-HSA-5619507
PAX6,R-HSA-5619507
PAXIP1,R-HSA-5619507
PBX1,R-HSA-5619507
PCGF2,R-HSA-5619507
PIAS2,R-HSA-5619507
PKNOX1,R-HSA-5619507
POLR2A,R-HSA-5619507
POLR2B,R-HSA-5619507
POLR2C,R-HSA-5619507
POLR2D,R-HSA-5619507
POLR2E,R-HSA-5619507
POLR2F,R-HSA-5619507
POLR2G,R-HSA-5619507
POLR2H,R-HSA-5619507
POLR2I,R-HSA-5619507
POLR2J,R-HSA-5619507
POLR2K,R-HSA-5619507
POLR2L,R-HSA-5619507
RARA,R-HSA-5619507
RARB,R-HSA-5619507
RARG,R-HSA-5619507
RBBP4,R-HSA-5619507
RBBP5,R-HSA-5619507
RBBP7,R-HSA-5619507
RXRA,R-HSA-5619507
SUZ12,R-HSA-5619507
WDR5,R-HSA-5619507
YY1,R-HSA-5619507
ZNF335,R-HSA-5619507
CD14,R-HSA-936964
IKBKE,R-HSA-936964
IRF3,R-HSA-936964
IRF7,R-HSA-936964
LY96,R-HSA-936964
OPTN,R-HSA-936964
PTPN11,R-HSA-936964
RPS27A,R-HSA-936964
SARM1,R-HSA-936964
TANK,R-HSA-936964
TBK1,R-HSA-936964
TICAM1,R-HSA-936964
TICAM2,R-HSA-936964
TLR4,R-HSA-936964
TRAF3,R-HSA-936964
UBA52,R-HSA-936964
UBB,R-HSA-936964
UBC,R-HSA-936964
CMA1,R-HSA-1592389
COL18A1,R-HSA-1592389
CTRB1,R-HSA-1592389
CTRB2,R-HSA-1592389
CTSG,R-HSA-1592389
CTSK,R-HSA-1592389
CTSV,R-HSA-1592389
ELANE,R-HSA-1592389
FURIN,R-HSA-1592389
KLK2,R-HSA-1592389
KLKB1,R-HSA-1592389
MMP1,R-HSA-1592389
MMP10,R-HSA-1592389
MMP11,R-HSA-1592389
MMP13,R-HSA-1592389
MMP14,R-HSA-1592389
MMP15,R-HSA-1592389
MMP16,R-HSA-1592389
MMP17,R-HSA-1592389
MMP2,R-HSA-1592389
MMP24,R-HSA-1592389
MMP25,R-HSA-1592389
MMP3,R-HSA-1592389
MMP7,R-HSA-1592389
MMP8,R-HSA-1592389
MMP9,R-HSA-1592389
PLG,R-HSA-1592389
PRSS1,R-HSA-1592389
PRSS2,R-HSA-1592389
SPOCK3,R-HSA-1592389
TIMP1,R-HSA-1592389
TIMP2,R-HSA-1592389
TPSAB1,R-HSA-1592389
ADRM1,R-HSA-1169091
BCL10,R-HSA-1169091
BTRC,R-HSA-1169091
CARD11,R-HSA-1169091
CHUK,R-HSA-1169091
CUL1,R-HSA-1169091
FBXW11,R-HSA-1169091
IKBKB,R-HSA-1169091
IKBKG,R-HSA-1169091
MALT1,R-HSA-1169091
MAP3K7,R-HSA-1169091
NFKB1,R-HSA-1169091
NFKBIA,R-HSA-1169091
NFKBIB,R-HSA-1169091
NFKBIE,R-HSA-1169091
PRKCB,R-HSA-1169091
PSMA1,R-HSA-1169091
PSMA2,R-HSA-1169091
PSMA3,R-HSA-1169091
PSMA4,R-HSA-1169091
PSMA5,R-HSA-1169091
PSMA6,R-HSA-1169091
PSMA7,R-HSA-1169091
PSMB1,R-HSA-1169091
PSMB2,R-HSA-1169091
PSMB3,R-HSA-1169091
PSMB4,R-HSA-1169091
PSMB5,R-HSA-1169091
PSMB6,R-HSA-1169091
PSMB7,R-HSA-1169091
PSMC1,R-HSA-1169091
PSMC2,R-HSA-1169091
PSMC3,R-HSA-1169091
PSMC4,R-HSA-1169091
PSMC5,R-HSA-1169091
PSMC6,R-HSA-1169091
