Gene,SVM_Mean_Abs_SHAP,SVM_Rank
TNS3,0.00537468878386933,825
PPEF1,0.0053168574220023666,826
HS3ST4,0.005284987941385005,827
IGFBP7,0.0052456106057164305,828
KCNQ3,0.005198863131830823,829
ACAN,0.005185959153408324,830
SEMA6A,0.005142903784648861,831
CNTN1,0.005119551191503405,832
SEMA5A,0.005035998655827478,833
TBXAS1,0.00502127564842111,834
CYCS,0.004973927932200748,835
SLC24A4,0.0049427157171632865,836
TTR,0.0049083717613489005,837
HS3ST2,0.004892973543864314,838
ZFPM2,0.004872095563936633,839
CACNA2D3,0.004783185365800288,840
ITPR2,0.0047805891379947224,841
SFRP2,0.004707391019485801,842
HBA1,0.004699668130158219,843
CCK,0.0045057717817446495,844
SLC27A6,0.004493402240568494,845
HCN1,0.00438641868244182,846
CXCL10,0.004368224505361673,847
ALDH1A2,0.004364130014711807,848
NLGN1,0.004293257238254972,849
CENPE,0.0042602221599399494,850
NAMPT,0.00411444410145795,851
APOD,0.004095840144279747,852
GFRA1,0.004089606394251259,853
DEPDC1B,0.004080250627350224,854
BARD1,0.004074789399359359,855
CXCL11,0.004018288418862953,856
TRPC6,0.003958701947277729,857
ADAMTS12,0.0038899639188264452,858
DOCK10,0.0037563692833169054,859
PLCB4,0.003751135438228116,860
LIMK2,0.003730129947917389,861
GBE1,0.0037043617943183717,862
BCL11B,0.0036620101658959864,863
RGS6,0.0036172054742177207,864
NPAS4,0.0036134790653954197,865
NIPAL1,0.0035444311942874327,866
GRIN2A,0.0035436198874181633,867
EEF1A1,0.0035198122822661087,868
HTR7,0.0034893665650212974,869
HSPA1A,0.0034834440260294243,870
PDLIM5,0.003470601112077488,871
FLNA,0.0034689172211668107,872
ABCA1,0.0034459772679647648,873
COL11A1,0.0034408800464623425,874
COL23A1,0.0034174299726269708,875
EPHA6,0.0033966401468579228,876
GPNMB,0.003373323822068027,877
FTH1,0.0033397953424301858,878
GNAL,0.003259110438483226,879
PLXNA4,0.0031992152574990577,880
NDRG1,0.0031551414388095193,881
CCL5,0.003065045867487576,882
DGKB,0.00305372506439591,883
FOSB,0.003010565031262246,884
THSD4,0.0030014953745892206,885
ALAS2,0.002980163561990495,886
MAFB,0.0029725690918027056,887
SULT1E1,0.002972173526187079,888
ST6GALNAC5,0.0029386979368538845,889
EYA1,0.002927126803150009,890
HOXD3,0.002864525913656738,891
SLN,0.002844616932343539,892
SLC2A3,0.0027934096449848023,893
GPC5,0.0027746979506817642,894
KCNQ5,0.0027278049530818295,895
IL7,0.002677497244088864,896
EPHA5,0.002554403057908305,897
CNR1,0.002519215591448478,898
CACNA1E,0.0024932145495605673,899
PDE4B,0.002476093112916008,900
SPOCD1,0.00243501841247628,901
HPGD,0.0024254419387877324,902
SLC47A1,0.002349011787965906,903
SLC7A11,0.0022443459155244787,904
CD96,0.002235385888831176,905
TRPC4,0.0022304719606573357,906
OSBPL10,0.002182801325229218,907
ATP2C2,0.0021753806271616345,908
NGF,0.002156092031757879,909
BMX,0.0021413872015927328,910
ARHGAP28,0.0021375759955011746,911
BIRC3,0.0021053514510250932,912
RASGRP1,0.0020937160154226478,913
SV2C,0.002067371064684056,914
SLC44A5,0.0020454314559623537,915
ENPEP,0.0019949675520415018,916
IL1RAPL2,0.0019398924883588812,917
NRXN3,0.001860621119645533,918
GAP43,0.0018456974852837642,919
ENPP1,0.0018341672831696184,920
CCL3L1,0.0018094068259416525,921
CHRM3,0.0018048520293731688,922
DCC,0.0017660549704882867,923
IGHG3,0.001760974432083499,924
HJV,0.0017422126725020594,925
PDE4D,0.0017210042246064044,926
HSPA6,0.001709854968962208,927
EZH2,0.0016703554821705022,928
RHOBTB3,0.0016201434358244344,929
CYP1B1,0.0015795823366999502,930
MMP3,0.001542136593044576,931
CA12,0.0014529667404698896,932
FN1,0.0014205072129610619,933
PRKCA,0.0013934604428339718,934
SLC4A1,0.0013678399002959936,935
PRF1,0.001317540158254447,936
TAC3,0.001290626640747676,937
GALNT13,0.0012794160643508949,938
TGFBI,0.0012477867863934474,939
DIO2,0.001233201609990273,940
SYT2,0.0011804523114550558,941
GAL,0.0011495920807225006,942
KCNH5,0.0011147357989509772,943
VAV3,0.0010850419127026746,944
TLL2,0.0010423100987793912,945
MT-ND4,0.001033015926103733,946
GPRC5A,0.0009860603563675281,947
SRGAP1,0.0009421002760135376,948
KCNN2,0.0009137504860705042,949
THBS1,0.0008509494514320259,950
DGKH,0.0008057653445319959,951
SEMA6D,0.0008049373405808653,952
RORB,0.0007944218169978108,953
EGR3,0.0007832683570976721,954
COL27A1,0.0006759326186000811,955
FTL,0.0006176524533623098,956
CAMK4,0.0005971075167002072,957
KCNH8,0.0005629448329787974,958
CRTAM,0.0004881615860657742,959
LEPR,0.0004823931083480795,960
ACTA2,0.0004705178611272464,961
SLCO2A1,0.00043752504610842835,962
ARHGAP6,0.0004185919950641218,963
LHX1,0.00038278757215985817,964
B2M,0.0003504375143674733,965
HCRTR2,0.00033510408844076764,966
DLGAP2,0.0003052121758891349,967
LRRTM4,0.0003012919079993504,968
MEIS1,0.0002541396094503777,969
RXFP2,0.00020035339952818211,970
COL24A1,0.00019909735559594835,971
IL16,0.0001755629190189133,972
NFIA,0.00017107268654364667,973
PLAGL1,0.00012855652679951286,974
ABCA4,5.584444525154833e-05,975
FGF14,3.266574733240509e-06,976
